# Data file generated by gp_save.m
# 
468.35	0.19508	0.0027482	4.1936	0.20523	0.2057	0.2057	0.20765	0.2017	1.7071	1.7664	4.2666	0.090939	0.091732	0.091825	0.09457	0.080536	0.090939	0.090938	0.090938	0.090938	0.09088	0.087503
473.73	0.21597	0.0029929	4.18	0.22509	0.2255	0.22552	0.22712	0.22274	1.7163	1.7663	4.2644	0.099289	0.099987	0.10003	0.10269	0.087603	0.099288	0.099287	0.099287	0.099287	0.099222	0.095678
479.11	0.23552	0.0032553	4.1662	0.24361	0.24396	0.24399	0.24524	0.24242	1.7243	1.7661	4.2512	0.10625	0.10685	0.10684	0.10942	0.09331	0.10625	0.10625	0.10625	0.10625	0.10617	0.1025
484.5	0.25368	0.0035315	4.1523	0.26072	0.26101	0.26106	0.26196	0.2607	1.7311	1.766	4.227	0.11189	0.1124	0.11233	0.11482	0.097735	0.11189	0.11189	0.11189	0.11189	0.11181	0.10804
489.88	0.27038	0.0038174	4.1382	0.27636	0.2766	0.27666	0.27723	0.27751	1.7367	1.7659	4.1917	0.11631	0.11673	0.11661	0.119	0.10097	0.11631	0.11631	0.11631	0.11631	0.11623	0.11241
495.26	0.28559	0.0041093	4.1239	0.29051	0.29068	0.29076	0.29098	0.2928	1.7413	1.7658	4.1453	0.11961	0.11993	0.11976	0.12205	0.10313	0.11961	0.11961	0.11961	0.11961	0.11953	0.11571
500.65	0.29926	0.0044038	4.1094	0.30312	0.30323	0.30332	0.30321	0.30654	1.745	1.7658	4.0877	0.1219	0.12213	0.12191	0.1241	0.10433	0.1219	0.1219	0.1219	0.1219	0.12183	0.11805
506.03	0.31137	0.0046979	4.0947	0.31416	0.31422	0.31432	0.31387	0.31871	1.7479	1.7658	4.0187	0.1233	0.12343	0.12316	0.12525	0.10467	0.1233	0.1233	0.1233	0.1233	0.12323	0.11954
511.41	0.3219	0.0049892	4.0799	0.32362	0.32362	0.32374	0.32295	0.32927	1.75	1.7659	3.9381	0.12393	0.12396	0.12365	0.12562	0.1043	0.12393	0.12393	0.12393	0.12393	0.12387	0.1203
516.8	0.33083	0.0052756	4.0649	0.33149	0.33144	0.33156	0.33046	0.33823	1.7514	1.7661	3.8457	0.12391	0.12385	0.12348	0.12534	0.10333	0.12391	0.12391	0.12391	0.12391	0.12385	0.12042
522.18	0.33818	0.0055559	4.0496	0.33778	0.33767	0.33781	0.33638	0.34557	1.7523	1.7663	3.7413	0.12335	0.1232	0.12279	0.12453	0.10188	0.12335	0.12335	0.12335	0.12335	0.1233	0.12002
527.56	0.34394	0.0058289	4.0342	0.34248	0.34232	0.34247	0.34073	0.35132	1.7527	1.7665	3.6246	0.12236	0.12212	0.12167	0.12328	0.10006	0.12236	0.12237	0.12237	0.12236	0.12233	0.11917
532.95	0.34814	0.006094	4.0186	0.34563	0.34541	0.34558	0.34353	0.35548	1.7528	1.7667	3.4954	0.12105	0.12072	0.12022	0.12171	0.097975	0.12105	0.12105	0.12105	0.12105	0.12102	0.11797
538.33	0.35079	0.0063508	4.0028	0.34725	0.34698	0.34715	0.3448	0.35808	1.7526	1.767	3.3532	0.1195	0.11908	0.11854	0.1199	0.095715	0.1195	0.1195	0.1195	0.1195	0.11947	0.11648
543.71	0.35193	0.0065989	3.9868	0.34736	0.34704	0.34722	0.34458	0.35914	1.7521	1.7672	3.1976	0.11778	0.11727	0.1167	0.11793	0.093358	0.11778	0.11778	0.11778	0.11778	0.11775	0.11477
